year,vcnaics4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2004,6233,12754,17022,604698,600429,1764,10.376,1721,10.123,72196,28814,43382,4.799,12.024,63945,27360,36585,4.557,10.65,8251,1.374,21.3,1188,1218,16016
2004,6239,3498,6084,156669,157449,468,7.773,341,5.664,18069,6013,12056,3.819,11.476,19559,5399,14160,3.429,12.422,-1490,-0.946,22.952,175,184,2308
2004,6241,35594,49475,971417,954460,4330,8.855,3179,6.501,143585,46029,97556,4.823,15.044,108264,23686,84578,2.482,11.343,35321,3.701,22.686,1888,1979,13096
2004,6242,9169,12423,151858,152367,647,5.236,513,4.152,16118,3802,12316,2.495,10.578,17099,2976,14123,1.953,11.222,-981,-0.644,21.157,292,299,1520
2004,6243,4951,7919,322310,323934,427,5.348,558,6.989,43237,9421,33816,2.908,13.347,46537,8206,38331,2.533,14.366,-3300,-1.019,26.695,227,250,2260
2004,6244,52223,65478,779420,777449,6964,10.678,6447,9.885,114290,41398,72892,5.325,14.701,110435,38562,71873,4.96,14.205,3855,0.496,28.41,4695,4761,27585
2004,7111,7392,7552,126992,129476,803,10.511,978,12.802,21522,6639,14883,5.128,16.622,26919,7344,19575,5.672,20.791,-5397,-4.168,33.245,631,635,4732
2004,7112,3170,3330,111757,111676,520,15.541,552,16.497,18967,3898,15069,3.49,16.984,18776,6821,11955,6.108,16.813,191,0.171,33.626,405,405,3131
2004,7113,4333,4650,103687,101038,629,13.684,522,11.356,22908,7394,15514,7.318,22.673,17859,5880,11979,5.82,17.676,5049,4.997,35.351,359,359,2654
2004,7114,2612,2681,16170,16173,402,15.008,397,14.822,3101,1490,1611,9.213,19.175,3087,1540,1547,9.522,19.088,14,0.087,38.176,293,293,904
2004,7115,11563,11583,43827,44085,2398,20.951,2123,18.549,13894,6477,7417,14.692,31.516,14598,6292,8306,14.272,33.113,-704,-1.597,63.033,1280,1280,3232
2004,7121,5840,6271,118947,119557,416,6.669,350,5.611,9130,1156,7974,0.967,7.637,10332,2032,8300,1.7,8.642,-1202,-1.005,15.273,210,210,1544
2004,7131,1742,2321,138093,136197,319,13.432,427,17.979,20152,5175,14977,3.8,14.796,16873,4703,12170,3.453,12.389,3279,2.408,24.777,243,246,2534
2004,7132,1611,2080,171445,167695,258,12.625,185,9.053,22383,6259,16124,3.732,13.347,14975,5835,9140,3.48,8.93,7408,4.418,17.86,155,156,2794
2004,7139,48739,53922,1055527,1039694,7431,14.059,5295,10.018,163915,60074,103841,5.778,15.766,131944,41553,90391,3.997,12.691,31971,3.075,25.381,3869,3898,30094
2004,7211,36330,46311,1780072,1765871,4575,9.886,4509,9.743,221957,92389,129568,5.232,12.569,193972,75640,118332,4.283,10.984,27985,1.585,21.969,3012,3077,41963
2004,7212,4987,5436,37813,37858,451,8.148,649,11.725,6575,1696,4879,4.48,17.368,6759,2469,4290,6.522,17.854,-184,-0.486,34.736,384,413,1706
2004,7213,2225,2294,13581,13546,130,5.519,253,10.741,2230,435,1795,3.211,16.463,2115,1011,1104,7.464,15.614,115,0.849,31.228,185,185,852
2004,7223,11155,27925,525971,541334,4966,17.863,4716,16.964,118937,62134,56803,11.478,21.971,155515,59600,95915,11.01,28.728,-36578,-6.757,43.942,1325,1342,9470
2004,7224,42171,42722,358268,355771,4944,11.45,5856,13.562,78591,38262,40329,10.755,22.09,73775,32244,41531,9.063,20.737,4816,1.354,41.473,4824,4828,26781
2004,7225,291225,397889,8024408,7886736,51081,12.991,41713,10.608,1438049,685588,752461,8.693,18.234,1164553,448152,716401,5.682,14.766,273496,3.468,29.532,31440,32439,304619
2004,8111,139672,152431,899445,897403,14267,9.356,14375,9.427,149859,54279,95580,6.048,16.699,145772,54235,91537,6.044,16.244,4087,0.455,32.488,11142,11269,41988
2004,8112,11115,12597,130014,130706,1228,9.617,1571,12.304,21650,6631,15019,5.073,16.564,22883,8869,14014,6.785,17.507,-1233,-0.943,33.128,1150,1154,4028
2004,8113,20597,21907,178100,177179,2114,9.622,2242,10.204,32997,12233,20764,6.904,18.624,31685,12907,18778,7.285,17.883,1312,0.74,35.766,1664,1668,6590
2004,8114,20449,21612,108515,108820,2521,11.567,2886,13.242,16915,6258,10657,5.751,15.544,17537,8609,8928,7.911,16.116,-622,-0.572,31.088,2175,2181,5807
2004,8121,79316,92773,581041,567048,12476,13.605,10335,11.27,120449,53583,66866,9.449,21.241,92594,39823,52771,7.023,16.329,27855,4.912,32.658,8232,8383,29216
2004,8122,14739,20788,145378,145428,804,3.848,1020,4.881,13727,3599,10128,2.475,9.439,13864,4115,9749,2.83,9.533,-137,-0.094,18.878,522,584,1917
2004,8123,32033,38691,380242,379063,4258,11.036,4039,10.469,62791,28244,34547,7.451,16.565,61004,20263,40741,5.346,16.093,1787,0.471,32.187,3155,3233,13446
2004,8129,21200,32652,234967,233535,5593,17.38,4649,14.447,56864,26552,30312,11.37,24.349,54183,24263,29920,10.389,23.201,2681,1.148,46.403,3018,3071,13736
2004,8131,167972,168200,1656383,1656145,8037,4.795,6872,4.1,162671,24150,138521,1.458,9.822,160749,38098,122651,2.3,9.706,1922,0.116,19.412,4555,4558,13121
2004,8132,12261,14222,142817,143156,1098,7.769,922,6.523,16376,4977,11399,3.477,11.439,16943,4312,12631,3.012,11.835,-567,-0.396,22.879,638,649,2294
2004,8133,10144,12309,115203,113037,1126,9.241,878,7.206,17969,6212,11757,5.496,15.897,13751,3133,10618,2.772,12.165,4218,3.732,24.33,545,551,2055
2004,8134,27755,29800,318688,320016,1408,4.707,1630,5.45,33911,5574,28337,1.742,10.597,36477,6611,29866,2.066,11.399,-2566,-0.802,21.193,1144,1154,4068
2004,8139,59497,61415,528933,526162,2926,4.746,3410,5.531,67149,13826,53323,2.628,12.762,61099,13543,47556,2.574,11.612,6050,1.15,23.224,2261,2277,9258
2005,1131,337,387,4417,4424,49,12.827,39,10.209,491,140,351,3.165,11.1,492,109,383,2.464,11.122,-1,-0.023,22.2,25,25,51
2005,1132,133,186,1727,1720,27,14.754,21,11.475,404,174,230,10.116,23.488,397,130,267,7.558,23.081,7,0.407,46.163,17,17,27
2005,1133,9084,9164,63575,65112,1032,11.186,1155,12.52,10560,3306,7254,5.077,16.218,13707,4503,9204,6.916,21.051,-3147,-4.833,32.436,850,853,3527
2005,1141,1157,1170,5479,5684,181,15.255,214,18.036,935,411,524,7.231,16.45,1320,562,758,9.887,23.223,-385,-6.773,32.899,135,135,371
2005,1142,267,267,1665,1696,40,15.123,35,13.233,231,77,154,4.54,13.62,291,107,184,6.309,17.158,-60,-3.538,27.241,31,31,98
2005,1151,3441,3764,57360,57011,437,11.613,435,11.56,10938,3592,7346,6.301,19.186,10180,3009,7171,5.278,17.856,758,1.33,35.713,282,282,1863
2005,1152,3501,3567,18652,18527,578,16.505,448,12.793,3347,1553,1794,8.382,18.066,3122,1115,2007,6.018,16.851,225,1.214,33.702,345,345,833
2005,1153,1258,1305,14447,14375,205,16.047,150,11.742,2722,866,1856,6.025,18.936,2591,565,2026,3.931,18.025,131,0.911,36.05,95,95,407
2005,2111,5549,6624,83450,82842,625,9.493,545,8.278,15703,4254,11449,5.135,18.955,14604,5889,8715,7.109,17.629,1099,1.327,35.258,314,318,1398
2005,2121,617,1021,74078,72024,119,11.65,120,11.747,12503,5581,6922,7.749,17.359,8413,1996,6417,2.771,11.681,4090,5.679,23.362,60,62,990
2005,2122,191,260,26257,25073,40,15.534,35,13.592,3595,1899,1696,7.574,14.338,1286,746,540,2.975,5.129,2309,9.209,10.258,31,31,629
2005,2123,3209,5260,96199,95568,392,7.464,376,7.159,13334,3687,9647,3.858,13.952,12185,4772,7413,4.993,12.75,1149,1.202,25.5,193,193,1535
2005,2131,7449,8893,213259,204848,1066,12.204,750,8.586,42023,9428,32595,4.602,20.514,24766,6912,17854,3.374,12.09,17257,8.424,24.18,457,482,3339
2005,2211,1571,9379,513893,509639,583,6.149,788,8.311,50747,16684,34063,3.274,9.957,43011,17501,25510,3.434,8.44,7736,1.518,16.879,41,50,173
2005,2212,491,2422,79597,82153,134,5.49,172,7.046,6198,1299,4899,1.581,7.545,11157,5070,6087,6.171,13.581,-4959,-6.036,15.089,23,25,185
2005,2213,4166,4964,41323,41552,321,6.44,362,7.263,5603,1835,3768,4.416,13.484,6000,2399,3601,5.774,14.44,-397,-0.955,26.969,158,159,660
2005,2361,156538,157753,905124,882310,30221,19.608,22972,14.904,240213,104103,136110,11.799,27.225,195279,75438,119841,8.55,22.133,44934,5.093,44.265,15713,15715,52616
2005,2362,38733,39769,698723,704536,4550,11.528,3949,10.005,127009,27160,99849,3.855,18.027,137996,37833,100163,5.37,19.587,-10987,-1.559,36.055,2801,2803,23757
2005,2371,18188,19116,450574,452125,1786,9.34,1800,9.413,88365,17885,70480,3.956,19.544,92696,24163,68533,5.344,20.502,-4331,-0.958,39.089,1249,1254,9951
2005,2372,9841,9926,68512,66492,1579,16.101,1341,13.674,16794,5410,11384,8.136,25.257,12590,5815,6775,8.745,18.935,4204,6.323,37.87,1009,1009,4286
2005,2373,9799,10502,311194,312507,758,7.158,934,8.82,45716,6645,39071,2.126,14.629,48516,7348,41168,2.351,15.525,-2800,-0.896,29.258,567,570,4186
2005,2379,4233,4431,81507,81318,610,13.813,580,13.134,18304,5965,12339,7.335,22.509,17559,4640,12919,5.706,21.593,745,0.916,43.186,381,381,2718
2005,2381,94787,95347,1068927,1056184,14094,14.893,12666,13.384,257147,75043,182104,7.105,24.347,231578,66093,165485,6.258,21.926,25569,2.421,43.852,8716,8722,49911
2005,2382,153528,156803,1817159,1802959,19156,12.406,14360,9.3,333811,95035,238776,5.271,18.515,304939,78381,226558,4.347,16.913,28872,1.601,33.827,10472,10491,54883
2005,2383,106218,107285,897200,880435,18781,17.856,14566,13.849,216873,71319,145554,8.1,24.632,182852,56244,126608,6.388,20.768,34021,3.864,41.537,10408,10412,41430
2005,2389,54666,55134,493841,481216,9924,18.523,6808,12.707,115976,41096,74880,8.54,24.101,90326,27427,62899,5.7,18.77,25650,5.33,37.541,4556,4558,19843
2005,3111,1138,1699,47211,46927,116,6.834,113,6.657,5542,1820,3722,3.878,11.81,4889,1523,3366,3.246,10.418,653,1.392,20.837,61,63,442
2005,3112,462,785,54645,54430,42,5.347,43,5.474,3678,1016,2662,1.867,6.757,3208,537,2671,0.987,5.894,470,0.864,11.788,32,32,144
2005,3113,1530,1697,73648,75737,140,8.24,144,8.476,5716,1263,4453,1.668,7.547,9937,3333,6604,4.401,13.12,-4221,-5.573,15.094,112,112,945
2005,3114,1249,1623,163451,164578,100,6.105,130,7.937,14885,2394,12491,1.455,9.044,17132,5953,11179,3.617,10.41,-2247,-1.365,18.089,75,75,2316
2005,3115,1002,1500,133179,133613,80,5.288,106,7.006,10607,2398,8209,1.795,7.939,11655,4462,7193,3.34,8.723,-1048,-0.784,15.877,66,67,1158
2005,3116,3006,3638,496426,495575,211,5.742,284,7.729,33163,8917,24246,1.799,6.692,31467,8284,23183,1.672,6.35,1696,0.342,12.699,192,193,3096
2005,3117,543,641,37880,38013,47,7.27,58,8.971,4211,746,3465,1.962,11.078,4521,1038,3483,2.731,11.893,-310,-0.816,22.156,43,44,557
2005,3118,8990,9793,296438,299660,822,8.251,1161,11.654,32382,8449,23933,2.82,10.806,38657,11606,27051,3.873,12.9,-6275,-2.094,21.613,910,922,6727
2005,3119,2523,2950,161564,160905,289,9.81,281,9.538,17418,5224,12194,3.247,10.825,15983,5969,10014,3.71,9.933,1435,0.892,19.866,198,199,2203
2005,3121,2467,3010,133380,132849,368,12.489,241,8.179,13239,3681,9558,2.771,9.965,12178,3627,8551,2.73,9.167,1061,0.799,18.334,160,162,1372
2005,3122,92,131,21124,21433,18,13.9,15,11.583,1129,145,984,0.677,5.268,1820,208,1612,0.97,8.492,-691,-3.224,10.535,13,13,176
2005,3131,315,473,52141,53519,23,4.713,53,10.861,2974,381,2593,0.712,5.557,5694,2691,3003,5.028,10.639,-2720,-5.082,11.114,31,31,831
2005,3132,1201,1404,107050,110576,84,5.85,148,10.306,8517,1573,6944,1.423,7.702,15603,6142,9461,5.555,14.111,-7086,-6.408,15.405,109,112,1808
2005,3133,1270,1344,50979,52072,88,6.421,141,10.288,5371,1342,4029,2.577,10.315,7595,2903,4692,5.575,14.586,-2224,-4.271,20.629,105,105,1562
2005,3141,2396,2561,87626,89994,179,6.895,249,9.592,8169,1849,6320,2.055,9.077,12716,4506,8210,5.007,14.13,-4547,-5.053,18.155,185,187,1685
2005,3149,4323,4453,83243,84488,327,7.219,480,10.597,9876,1934,7942,2.289,11.689,12238,4391,7847,5.197,14.485,-2362,-2.796,23.379,376,378,3079
2005,3151,491,539,33491,35664,30,5.277,89,15.655,2681,309,2372,0.866,7.517,6989,1962,5027,5.501,19.597,-4308,-12.079,15.035,73,74,1209
2005,3152,7291,7462,180748,186014,1190,15.469,1652,21.474,37952,13268,24684,7.133,20.403,48013,23438,24575,12.6,25.811,-10061,-5.409,40.806,1462,1464,18886
2005,3159,888,917,18938,19755,73,7.729,128,13.552,2053,357,1696,1.807,10.392,3657,1691,1966,8.56,18.512,-1604,-8.119,20.785,100,100,657
2005,3161,212,220,6764,7136,18,8.219,16,7.306,445,96,349,1.345,6.236,1169,127,1042,1.78,16.383,-724,-10.146,12.473,13,13,56
2005,3162,255,286,16228,16529,23,7.877,35,11.986,831,117,714,0.708,5.028,1399,388,1011,2.347,8.464,-568,-3.436,10.055,27,27,198
2005,3169,763,777,15987,16037,75,9.554,91,11.592,2018,502,1516,3.13,12.584,2089,671,1418,4.184,13.027,-71,-0.443,25.168,75,75,512
2005,3211,3569,4006,115922,114984,304,7.572,322,8.02,12480,3424,9056,2.978,10.854,10504,3184,7320,2.769,9.135,1976,1.718,18.27,244,246,2015
2005,3212,1441,1837,118753,115590,143,7.808,132,7.207,15510,3744,11766,3.239,13.418,9327,3943,5384,3.411,8.069,6183,5.349,16.138,81,83,1549
2005,3219,9178,10056,330043,323530,822,8.135,918,9.086,46674,11878,34796,3.671,14.426,33418,10540,22878,3.258,10.329,13256,4.097,20.658,680,690,6451
2005,3221,287,590,146615,148618,26,4.359,39,6.538,6602,2296,4306,1.545,4.442,10511,3789,6722,2.549,7.072,-3909,-2.63,8.885,17,17,282
2005,3222,3019,4564,312070,315531,174,3.762,297,6.421,21626,3964,17662,1.256,6.854,28440,9894,18546,3.136,9.013,-6814,-2.16,13.708,161,162,2636
2005,3231,31110,32707,661531,669220,1969,5.945,2790,8.425,61460,14294,47166,2.136,9.184,76794,27500,49294,4.109,11.475,-15334,-2.291,18.368,2242,2258,15540
2005,3241,1028,2251,100587,100390,171,7.603,167,7.426,9459,2193,7266,2.184,9.422,8958,4154,4804,4.138,8.923,501,0.499,17.846,40,40,357
2005,3251,1181,2295,164042,166200,109,4.742,116,5.047,9929,2133,7796,1.283,5.974,14434,3309,11125,1.991,8.685,-4505,-2.711,11.948,47,49,586
2005,3252,736,1069,97023,97318,65,6.126,49,4.618,7266,1127,6139,1.158,7.466,7818,1448,6370,1.488,8.033,-552,-0.567,14.933,19,19,308
2005,3253,620,871,29990,30218,66,7.582,65,7.467,3081,1091,1990,3.61,10.196,3593,1425,2168,4.716,11.89,-512,-1.694,20.392,27,27,240
2005,3254,1354,1764,255899,251270,129,7.348,112,6.38,32418,4954,27464,1.972,12.902,22893,7415,15478,2.951,9.111,9525,3.791,18.222,70,71,979
2005,3255,1443,1837,63670,64390,77,4.145,118,6.353,4586,1041,3545,1.617,7.122,6028,1750,4278,2.718,9.362,-1442,-2.239,14.245,75,76,627
2005,3256,1942,2157,105309,105675,150,6.911,177,8.155,9419,1229,8190,1.163,8.913,10153,3459,6694,3.273,9.608,-734,-0.695,17.826,109,109,1364
2005,3259,2046,2653,109345,112022,172,6.423,222,8.29,8926,2112,6814,1.885,7.968,14165,3334,10831,2.976,12.645,-5239,-4.677,15.936,125,127,955
2005,3261,9469,12004,736105,735650,562,4.647,742,6.135,75002,14202,60800,1.931,10.195,74135,20023,54112,2.722,10.077,867,0.118,20.155,514,518,8994
2005,3262,1689,2178,160854,161759,94,4.269,142,6.449,11638,1852,9786,1.145,7.195,13395,4029,9366,2.491,8.281,-1757,-1.086,14.389,83,87,1629
2005,3271,1265,1468,54559,55255,129,8.758,139,9.437,5341,963,4378,1.743,9.666,6654,1597,5057,2.89,12.042,-1313,-2.376,19.332,106,106,689
2005,3272,1683,2008,102305,105106,149,7.354,185,9.131,7467,1841,5626,1.752,7.104,12915,4139,8776,3.938,12.288,-5448,-5.183,14.209,138,138,1361
2005,3273,4927,9279,216678,213176,558,6.068,393,4.273,31106,7920,23186,3.715,14.592,24156,4666,19490,2.189,11.332,6950,3.26,22.663,206,216,2281
2005,3274,214,336,17778,18176,19,5.663,18,5.365,1428,251,1177,1.381,7.857,2382,70,2312,0.385,13.105,-954,-5.249,15.713,16,16,61
2005,3279,2547,2964,76547,75180,298,10.211,207,7.093,10030,2401,7629,3.194,13.341,7302,1983,5319,2.638,9.713,2728,3.629,19.426,136,145,1270
2005,3311,482,603,109092,110458,78,13.065,66,11.055,4863,948,3915,0.858,4.403,7682,1598,6084,1.447,6.955,-2819,-2.552,8.805,47,48,931
2005,3312,489,623,44909,44707,41,6.565,44,7.046,4202,1645,2557,3.68,9.399,3809,1216,2593,2.72,8.52,393,0.879,17.04,24,24,140
2005,3313,411,573,66383,65208,49,8.703,29,5.151,6140,2312,3828,3.546,9.416,3872,744,3128,1.141,5.938,2268,3.478,11.876,19,19,244
2005,3314,714,908,61937,61446,44,4.798,62,6.761,5659,681,4978,1.108,9.21,4787,962,3825,1.566,7.791,872,1.419,15.581,47,47,589
2005,3315,1924,2183,166410,164733,84,3.798,141,6.376,16244,2508,13736,1.522,9.861,13074,3844,9230,2.333,7.936,3170,1.924,15.873,97,100,1965
2005,3321,2405,2665,127158,124921,112,4.185,134,5.007,13877,2763,11114,2.212,11.109,9485,2541,6944,2.034,7.593,4392,3.516,15.186,86,86,974
2005,3322,1310,1440,55495,57015,73,5.034,93,6.414,4363,1205,3158,2.113,7.652,7408,1894,5514,3.322,12.993,-3045,-5.341,15.305,61,61,931
2005,3323,11765,12676,374786,371874,867,6.83,904,7.121,48377,12595,35782,3.387,13.009,42634,12955,29679,3.484,11.465,5743,1.544,22.929,638,642,8761
2005,3324,1239,1517,87136,87751,69,4.5,102,6.651,8403,1029,7374,1.173,9.576,9740,2595,7145,2.957,11.1,-1337,-1.524,19.152,61,62,1052
2005,3325,694,770,49028,50153,33,4.215,59,7.535,4332,347,3985,0.692,8.638,6518,2113,4405,4.213,12.996,-2186,-4.359,17.275,40,41,715
2005,3326,1465,1654,56317,57057,52,3.07,132,7.792,5220,569,4651,0.997,9.149,6676,2099,4577,3.679,11.701,-1456,-2.552,18.297,98,98,1318
2005,3327,23004,23428,374680,367800,1412,6.01,1546,6.58,51286,9210,42076,2.504,13.944,37546,12131,25415,3.298,10.208,13740,3.736,20.417,1172,1175,7681
2005,3328,5400,5969,136094,135128,347,5.798,378,6.316,17497,4439,13058,3.285,12.948,15568,4747,10821,3.513,11.521,1929,1.428,23.042,298,299,3577
2005,3329,5486,6024,267918,268197,428,7.067,492,8.124,27386,5766,21620,2.15,10.211,27712,8944,18768,3.335,10.333,-326,-0.122,20.422,336,336,2922
2005,3331,2473,2776,182650,177238,180,6.519,150,5.433,22601,3533,19068,1.993,12.752,11525,3849,7676,2.172,6.503,11076,6.249,13.005,102,104,1864
2005,3332,3551,3767,136443,135574,208,5.47,279,7.337,15255,4296,10959,3.169,11.252,13565,5088,8477,3.753,10.006,1690,1.247,20.011,204,204,2337
2005,3333,2047,2204,98584,102383,146,6.587,171,7.715,8712,2070,6642,2.022,8.509,15674,3556,12118,3.473,15.309,-6962,-6.8,17.019,120,121,1205
2005,3334,1462,1769,150374,149688,124,7.029,114,6.463,14648,3545,11103,2.368,9.786,13128,4591,8537,3.067,8.77,1520,1.015,17.54,67,68,1208
2005,3335,7792,8095,177706,176598,379,4.638,533,6.522,19135,4291,14844,2.43,10.835,16911,5161,11750,2.922,9.576,2224,1.259,19.152,409,409,3079
2005,3336,732,885,97213,93652,49,5.54,48,5.427,10333,2151,8182,2.297,11.033,3360,737,2623,0.787,3.588,6973,7.446,7.176,31,31,295
2005,3339,5452,6115,282564,281685,325,5.289,385,6.265,27043,5679,21364,2.016,9.6,25056,7958,17098,2.825,8.895,1987,0.705,17.79,259,260,2690
2005,3341,1183,1254,104527,106649,102,7.969,154,12.031,9801,1241,8560,1.164,9.19,13542,3294,10248,3.089,12.698,-3741,-3.508,18.38,112,112,1578
2005,3342,1539,1733,124002,128581,127,7.226,176,10.014,12466,3497,8969,2.72,9.695,21515,6945,14570,5.401,16.733,-9049,-7.038,19.39,123,128,2794
2005,3343,424,441,19067,19927,39,8.638,60,13.289,1500,106,1394,0.532,7.527,3213,2040,1173,10.237,16.124,-1713,-8.596,15.055,46,46,718
2005,3344,4115,4654,361462,364105,239,5.066,367,7.779,31927,4371,27556,1.2,8.769,37112,11250,25862,3.09,10.193,-5185,-1.424,17.537,246,251,3279
2005,3345,4282,4951,402039,396266,308,6.204,335,6.748,41700,5867,35833,1.481,10.523,29375,11119,18256,2.806,7.413,12325,3.11,14.826,210,210,2289
2005,3346,734,782,34859,35555,75,9.434,101,12.704,4121,1042,3079,2.931,11.59,5433,1804,3629,5.074,15.281,-1312,-3.69,23.181,80,81,1626
2005,3351,1059,1151,59733,60442,65,5.611,80,6.905,4544,549,3995,0.908,7.518,5933,1730,4203,2.862,9.816,-1389,-2.298,15.036,63,63,859
2005,3352,287,343,82619,84475,47,13.967,34,10.104,7269,1404,5865,1.662,8.605,10719,3711,7008,4.393,12.689,-3450,-4.084,17.21,22,22,130
2005,3353,1985,2341,139105,138304,137,5.827,157,6.678,13708,3370,10338,2.437,9.911,12056,4554,7502,3.293,8.717,1652,1.194,17.434,109,109,1446
2005,3359,1768,2106,147047,149725,151,7.165,154,7.307,12287,4057,8230,2.71,8.206,17684,5304,12380,3.542,11.811,-5397,-3.605,16.413,105,105,1649
2005,3361,285,358,208492,212803,39,11.001,32,9.027,18544,7132,11412,3.351,8.714,28913,3633,25280,1.707,13.587,-10369,-4.873,17.428,25,25,125
2005,3362,1773,2026,149144,144639,152,7.438,187,9.151,20285,3202,17083,2.214,14.025,11633,4393,7240,3.037,8.043,8652,5.982,16.086,140,141,2467
2005,3363,4305,5428,671492,675246,337,6.191,367,6.743,65577,14755,50822,2.185,9.712,73053,15644,57409,2.317,10.819,-7476,-1.107,19.423,246,250,5836
2005,3364,1177,1524,393747,386417,83,5.421,97,6.336,33862,2632,31230,0.681,8.763,18625,2414,16211,0.625,4.82,15237,3.943,9.64,66,66,814
2005,3365,147,201,28980,26763,14,7.071,8,4.04,5501,865,4636,3.232,20.555,1054,247,807,0.923,3.938,4447,16.617,7.877,6,6,209
2005,3366,1537,1661,144646,143454,147,8.847,148,8.908,13091,1915,11176,1.335,9.126,10887,2499,8388,1.742,7.589,2204,1.536,15.178,111,112,2117
2005,3369,789,821,45191,43002,123,15.452,73,9.171,7958,883,7075,2.053,18.506,3321,555,2766,1.291,7.723,4637,10.783,15.446,55,55,346
2005,3371,14532,14997,359509,361025,1335,8.862,1470,9.758,43060,12469,30591,3.454,11.927,46105,16090,30015,4.457,12.771,-3045,-0.843,23.854,1122,1126,8289
2005,3372,3790,3989,146461,148054,243,6.036,317,7.874,16274,3559,12715,2.404,10.992,19437,5373,14064,3.629,13.128,-3163,-2.136,21.984,241,241,2775
2005,3379,898,1036,46596,46433,67,6.439,76,7.304,5161,1683,3478,3.625,11.115,4876,1496,3380,3.222,10.501,285,0.614,21.003,56,57,944
2005,3391,10661,11438,307907,304996,761,6.635,823,7.176,35414,9060,26354,2.971,11.611,29263,7649,21614,2.508,9.595,6151,2.017,19.189,612,615,4260
2005,3399,17180,17646,377159,381499,1495,8.427,1686,9.503,42244,10775,31469,2.824,11.073,50848,15975,34873,4.187,13.328,-8604,-2.255,22.146,1312,1318,10007
2005,4231,17443,24026,368409,365428,1865,7.758,1894,7.878,46336,15143,31193,4.144,12.68,40612,12199,28413,3.338,11.114,5724,1.566,22.227,1348,1400,7664
2005,4232,10967,12607,162103,162144,1237,9.806,1253,9.933,22726,6415,16311,3.956,14.016,22844,7223,15621,4.455,14.089,-118,-0.073,28.032,971,1000,5216
2005,4233,11765,17676,263639,254764,1757,10.092,1223,7.025,43414,15064,28350,5.913,17.041,25667,9141,16526,3.588,10.075,17747,6.966,20.15,812,854,5227
2005,4234,25222,34318,722080,723565,2940,8.488,3581,10.338,99681,27844,71837,3.848,13.776,102410,32630,69780,4.51,14.154,-2729,-0.377,27.553,2214,2278,14597
2005,4235,7378,10090,151265,148782,703,6.988,643,6.392,20147,5608,14539,3.769,13.541,15217,4621,10596,3.106,10.228,4930,3.314,20.455,383,397,2468
2005,4236,19495,28760,469383,471622,2432,8.44,2544,8.828,65375,18549,46826,3.933,13.862,69206,23355,45851,4.952,14.674,-3831,-0.812,27.723,1394,1521,8996
2005,4237,11013,18302,219880,217880,1310,7.224,972,5.36,28045,9017,19028,4.139,12.872,23887,5719,18168,2.625,10.963,4158,1.908,21.927,596,621,3079
2005,4238,42341,57539,690582,689596,3618,6.266,4012,6.949,84681,23296,61385,3.378,12.28,83354,31561,51793,4.577,12.087,1327,0.192,24.175,2595,2734,14223
2005,4239,27932,30904,333230,330172,3411,11.09,3118,10.137,51040,17609,33431,5.333,15.459,45088,13700,31388,4.149,13.656,5952,1.803,27.312,2434,2456,9911
2005,4241,9218,11949,203245,203887,769,6.393,928,7.715,23040,7861,15179,3.856,11.3,24344,5358,18986,2.628,11.94,-1304,-0.64,22.601,631,640,3223
2005,4242,5732,7510,265360,269577,811,10.885,692,9.288,35567,15461,20106,5.735,13.194,44377,17789,26588,6.599,16.462,-8810,-3.268,26.387,493,497,3277
2005,4243,13561,14721,204625,204086,1680,11.372,1784,12.076,31661,9488,22173,4.649,15.514,30476,8671,21805,4.249,14.933,1185,0.581,29.866,1421,1432,6472
2005,4244,25541,31570,768145,771117,2724,8.577,3105,9.776,93950,30813,63137,3.996,12.184,99191,28335,70856,3.675,12.863,-5241,-0.68,24.367,2223,2263,14266
2005,4245,4100,6569,63926,63931,308,4.641,442,6.661,8015,1570,6445,2.456,12.537,8084,2033,6051,3.18,12.645,-69,-0.108,25.074,247,272,1074
2005,4246,8391,12140,146220,144887,872,7.163,939,7.713,22155,8372,13783,5.778,15.291,19373,6621,12752,4.57,13.371,2782,1.92,26.742,514,530,2226
2005,4247,5061,7205,106652,107260,434,5.989,518,7.148,13826,3641,10185,3.395,12.89,15140,4196,10944,3.912,14.115,-1314,-1.225,25.78,306,318,2282
2005,4248,3139,3927,171091,170397,266,6.754,289,7.338,15670,3233,12437,1.897,9.196,14228,5372,8856,3.153,8.35,1442,0.846,16.7,199,203,2745
2005,4249,23019,28957,379601,381720,2971,10.277,2873,9.938,48990,15355,33635,4.023,12.834,53415,17233,36182,4.515,13.993,-4425,-1.159,25.668,2141,2177,11807
2005,4251,37650,39682,297544,293481,5251,13.479,3801,9.757,53662,19116,34546,6.514,18.285,45159,14185,30974,4.833,15.387,8503,2.897,30.775,2745,2781,9735
2005,4411,43836,48282,1288782,1293741,4664,9.676,4504,9.344,139742,52538,87204,4.061,10.801,149425,51171,98254,3.955,11.55,-9683,-0.748,21.603,3599,3642,38993
