year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp,
1994,31-33,290940,336960,16012265,15982066,29980,8.917,28454,8.463,1738357,433941,1304416,2.715,10.877,1680126,510066,1170060,3.191,10.513,58231,0.364,21.025,21522,21710,238832,
1994,42,307546,393152,5166539,5129991,40684,10.391,37428,9.56,789248,233121,556127,4.544,15.385,715067,252246,462821,4.917,13.939,74181,1.446,27.878,25733,26580,142143,
1994,44-45,687591,1042556,12947561,12794315,106178,10.201,102729,9.87,2019605,842438,1177167,6.584,15.785,1719638,603424,1116214,4.716,13.441,299967,2.345,26.881,67072,70410,311278,
1994,48-49,119444,151105,3321156,3276479,23040,15.48,18505,12.433,521482,168559,352923,5.145,15.916,433751,151560,282191,4.626,13.238,87731,2.678,26.477,13299,13581,77136,
1994,51,54414,91736,2704933,2699218,12351,13.651,9836,10.871,411732,144567,267165,5.356,15.254,400867,145573,255294,5.393,14.851,10865,0.403,29.702,5166,5351,41716,
1994,52,178948,343672,5360903,5295720,43787,12.935,33477,9.889,994583,433141,561442,8.179,18.781,857658,347869,509789,6.569,16.195,136925,2.586,32.391,14807,15461,95071,
1994,53,202190,240493,1649532,1633909,32219,13.546,26942,11.327,346047,148444,197603,9.085,21.179,317232,125642,191590,7.69,19.416,28815,1.764,38.831,19472,20136,81844,
1994,54,461871,500415,4948557,4895184,67733,13.778,50073,10.186,881715,306869,574846,6.269,18.012,774347,260551,513796,5.323,15.819,107368,2.193,31.637,36218,36603,155496,
1994,55,28463,51469,3153872,3177155,4847,9.417,4854,9.43,463385,143162,320223,4.506,14.585,511581,147605,363976,4.646,16.102,-48196,-1.517,29.17,936,989,12793,
1994,56,229892,263738,5589613,5400247,43960,17.019,33070,12.803,1471191,463686,1007505,8.586,27.243,1090858,389964,700894,7.221,20.2,380333,7.043,40.4,24990,25354,248210,
1994,61,45006,50418,2079574,2055271,6373,12.927,4140,8.397,202098,39912,162186,1.942,9.833,153631,31681,121950,1.541,7.475,48467,2.358,14.95,2994,3145,23935,
1994,62,478435,568484,12001359,11869877,49267,8.745,39077,6.936,1350970,431511,919459,3.635,11.381,1087486,340397,747089,2.868,9.162,263484,2.22,18.323,29235,30122,215883,
1994,71,68389,73867,1271462,1246799,10498,14.448,8089,11.132,255243,95283,159960,7.642,20.472,205510,69052,136458,5.538,16.483,49733,3.989,32.966,6036,6152,51587,
1994,72,343886,452572,8542975,8419314,61720,13.757,53875,12.008,1658296,871883,786413,10.356,19.696,1409764,577191,832573,6.856,16.744,248532,2.952,33.489,39699,41017,384298,
1994,81,588575,644433,4722150,4698605,61377,9.578,54168,8.453,746606,238156,508450,5.069,15.89,698117,212761,485356,4.528,14.858,48489,1.032,29.716,38846,39634,144042,
1995,11,21917,22463,188517,188269,3361,15.138,2841,12.796,41049,14777,26272,7.849,21.803,40599,14612,25987,7.761,21.564,450,0.239,43.129,2120,2123,10878,
1995,21,18620,23332,486047,485970,2278,9.662,2770,11.748,83659,24605,59054,5.063,17.215,83470,29652,53818,6.102,17.176,189,0.039,34.352,1824,1842,13090,
1995,22,6140,14497,718851,730577,969,6.769,606,4.233,40713,13262,27451,1.815,5.573,64545,6300,58245,0.862,8.835,-23832,-3.262,11.145,235,237,1266,
1995,23,541401,547634,5072439,4909594,88362,16.462,66595,12.407,1265358,358219,907139,7.296,25.773,939545,302249,637296,6.156,19.137,325813,6.636,38.274,50006,50082,232964,
1995,31-33,292684,338789,16405659,16187400,30087,8.917,27307,8.093,1864445,402789,1461656,2.488,11.518,1424637,432482,992155,2.672,8.801,439808,2.717,17.602,21007,21129,212714,
1995,42,312853,399703,5383807,5274866,42052,10.606,35629,8.986,869391,260132,609259,4.932,16.482,652484,236843,415641,4.49,12.37,216907,4.112,24.739,24839,25702,142506,
1995,44-45,689935,1047267,13434592,13191500,108252,10.361,103322,9.889,2132904,900634,1232270,6.827,16.169,1644072,657267,986805,4.983,12.463,488832,3.706,24.926,64425,68221,299307,
1995,48-49,124559,157437,3506134,3412133,24593,15.934,18396,11.919,595719,182550,413169,5.35,17.459,409949,142202,267747,4.168,12.014,185770,5.444,24.029,13490,13722,79639,
1995,51,57097,95406,2824067,2766330,13549,14.483,9843,10.521,483405,185502,297903,6.706,17.475,369566,117398,252168,4.244,13.359,113839,4.115,26.719,5336,5510,47667,
1995,52,180510,351199,5304329,5328994,38567,11.102,30968,8.914,749662,288989,460673,5.423,14.068,795699,249945,545754,4.69,14.932,-46037,-0.864,28.135,14351,15585,94537,
1995,53,204357,245661,1699877,1673270,32890,13.53,27739,11.411,357664,154337,203327,9.224,21.375,304187,121056,183131,7.235,18.179,53477,3.196,36.358,20258,20942,84438,
1995,54,481506,522078,5160781,5053033,72365,14.154,50777,9.931,944741,331241,613500,6.555,18.697,729953,236396,493557,4.678,14.446,214788,4.251,28.892,36906,37357,145373,
1995,55,28605,51880,3226956,3189239,4917,9.518,4477,8.666,533226,171349,361877,5.373,16.72,458504,127946,330558,4.012,14.377,74722,2.343,28.753,1001,1037,12416,
1995,56,241850,278053,6117410,5857158,47503,17.536,33188,12.251,1606254,573820,1032434,9.797,27.424,1081979,362805,719174,6.194,18.473,524275,8.951,36.946,25239,25739,238709,
1995,61,47089,52744,2129311,2101586,6544,12.685,4230,8.2,199034,39684,159350,1.888,9.471,143619,27774,115845,1.322,6.834,55415,2.637,13.668,3141,3251,20851,
1995,62,481327,578316,12324681,12150442,51430,8.97,41500,7.238,1484695,502567,982128,4.136,12.219,1136578,382598,753980,3.149,9.354,348117,2.865,18.708,31151,32149,252912,
1995,71,70721,76497,1339867,1302748,10624,14.131,7990,10.628,268527,104314,164213,8.007,20.612,193705,59380,134325,4.558,14.869,74822,5.743,29.738,5958,6043,42184,
1995,72,350346,463676,8845071,8686871,65233,14.239,54120,11.814,1772434,916196,856238,10.547,20.404,1459267,608369,850898,7.003,16.799,313167,3.605,33.597,39562,40947,390143,
1995,81,597748,654441,4880025,4803585,63040,9.706,53212,8.192,782171,251699,530472,5.24,16.283,626856,198567,428289,4.134,13.05,155315,3.233,26.1,39120,40066,145738,
1996,11,22048,22646,189029,188935,3178,14.084,3014,13.358,38486,13606,24880,7.201,20.37,38385,12412,25973,6.569,20.317,101,0.053,40.633,2271,2277,8990,
1996,21,17929,22654,465815,472790,2163,9.443,2669,11.651,71631,18379,53252,3.887,15.151,85685,34152,51533,7.224,18.123,-14054,-2.973,30.301,1815,1847,17101,
1996,22,6205,14952,691861,705216,1196,8.119,755,5.125,50390,25175,25215,3.57,7.145,76937,8656,68281,1.227,10.91,-26547,-3.764,14.291,257,264,1627,
1996,23,552685,558995,5200996,5119127,81853,14.788,70886,12.807,1184679,336363,848316,6.571,23.142,1021872,307229,714643,6.002,19.962,162807,3.18,39.924,53120,53167,240413,
1996,31-33,292035,338201,16120802,16204240,28505,8.433,28175,8.335,1581767,408503,1173264,2.521,9.761,1748821,502415,1246406,3.101,10.792,-167054,-1.031,19.523,21610,21843,246254,
1996,42,316211,404665,5396464,5369689,43325,10.771,38451,9.56,825874,257419,568455,4.794,15.38,771824,279099,492725,5.198,14.374,54050,1.007,28.747,26387,27224,162544,
1996,44-45,679034,1041559,13518832,13406082,107380,10.337,101842,9.804,2073210,877058,1196152,6.542,15.465,1857879,642849,1215030,4.795,13.858,215331,1.606,27.717,66395,69819,325522,
1996,48-49,127630,161101,3613433,3558779,23887,15.001,20147,12.653,585217,187337,397880,5.264,16.444,475904,188161,287743,5.287,13.373,109313,3.072,26.745,14539,14799,86266,
1996,51,59997,99593,2897703,2849916,15726,16.119,11666,11.957,530629,215296,315333,7.554,18.619,436411,151013,285398,5.299,15.313,94218,3.306,30.626,5923,6185,50826,
1996,52,184079,359345,5414320,5347738,39188,11.041,30351,8.551,860408,330497,529911,6.18,16.089,725639,236140,489499,4.416,13.569,134769,2.52,27.138,13534,14621,75443,
1996,53,204993,247645,1672279,1677254,31036,12.595,28592,11.603,327114,133516,193598,7.96,19.503,334227,124527,209700,7.424,19.927,-7113,-0.424,39.006,20421,21339,86872,
1996,54,500021,542672,5425767,5314720,74572,14.013,53574,10.067,1004860,354799,650061,6.676,18.907,783897,261798,522099,4.926,14.75,220963,4.158,29.499,39463,39896,162873,
1996,55,28290,52067,3227376,3218982,4837,9.332,4368,8.427,511863,152188,359675,4.728,15.901,495248,121302,373946,3.768,15.385,16615,0.516,30.77,999,1051,15937,
1996,56,242973,281886,6330773,6137032,47115,17.037,36421,13.17,1656082,581271,1074811,9.472,26.985,1271956,420394,851562,6.85,20.726,384126,6.259,41.452,27244,27629,259168,
1996,61,48842,54676,2106506,2093840,6812,12.695,4781,8.91,186401,42946,143455,2.051,8.902,161553,40473,121080,1.933,7.716,24848,1.187,15.431,3622,3701,30576,
1996,62,479943,583499,12404380,12305466,52166,8.993,45317,7.812,1485761,541227,944534,4.398,12.074,1285065,422044,863021,3.43,10.443,200696,1.631,20.886,33036,34191,257865,
1996,71,72208,78126,1381722,1353719,10554,13.701,8364,10.858,266115,100488,165627,7.423,19.658,210199,62230,147969,4.597,15.528,55916,4.131,31.055,6279,6339,47274,
1996,72,354812,472748,9016644,8916099,65273,13.952,55486,11.86,1723829,942295,781534,10.568,19.334,1522019,626100,895919,7.022,17.07,201810,2.263,34.141,41089,42325,406176,
1996,81,604933,662803,4977945,4917545,63124,9.591,53800,8.175,776948,252575,524373,5.136,15.8,653633,203896,449737,4.146,13.292,123315,2.508,26.584,39700,40535,148348,
1997,11,22074,22692,195788,193127,2968,13.066,3015,13.273,43741,15605,28136,8.08,22.649,38322,14299,24023,7.404,19.843,5419,2.806,39.686,2248,2259,9916,
1997,21,17653,22334,483024,475237,2444,10.904,2602,11.609,102710,36287,66423,7.636,21.612,86335,36132,50203,7.603,18.167,16375,3.446,36.333,1606,1629,13752,
1997,22,6150,14885,686788,694482,915,6.151,897,6.03,54408,18067,36341,2.602,7.834,69337,11890,57447,1.712,9.984,-14929,-2.15,15.669,307,311,2300,
1997,23,569862,575922,5510657,5359976,84181,14.799,69981,12.303,1309962,349026,960936,6.512,24.44,1009234,336587,672647,6.28,18.829,300728,5.611,37.658,52587,52657,247158,
1997,31-33,292360,337659,16328120,16256556,27966,8.265,29342,8.672,1784526,412265,1372261,2.536,10.977,1637604,554487,1083117,3.411,10.073,146922,0.904,20.147,21910,22122,250300,
1997,42,312448,395398,5366478,5308912,41603,10.503,43008,10.858,929386,268400,660986,5.056,17.506,814948,329301,485647,6.203,15.351,114438,2.156,30.701,27596,28544,169829,
1997,44-45,673153,1040121,13958897,13795748,109396,10.492,114541,10.985,2355685,904318,1451367,6.555,17.075,2033374,741944,1291430,5.378,14.739,322311,2.336,29.478,68166,73244,348867,
1997,48-49,130213,164346,3746289,3690044,24834,15.237,22118,13.57,643326,218945,424381,5.933,17.434,531463,191456,340007,5.188,14.403,111863,3.031,28.805,15589,15864,99064,
1997,51,61822,102108,3015945,2961142,15160,15.02,12813,12.694,598055,222783,375272,7.524,20.197,486852,178872,307980,6.041,16.441,111203,3.755,32.883,6753,6984,62856,
1997,52,190975,369821,5631967,5559639,49103,13.438,40258,11.018,1125802,456534,669268,8.212,20.25,973899,434262,539637,7.811,17.517,151903,2.732,35.035,13875,14802,81845,
1997,53,206729,254118,1740755,1709759,34213,13.579,29905,11.869,397348,162923,234425,9.529,23.24,336141,154236,181905,9.021,19.66,61207,3.58,39.32,20981,21747,99838,
1997,54,518126,561662,5636410,5498293,80067,14.514,60071,10.889,1181150,403322,777828,7.335,21.482,904769,344216,560553,6.26,16.455,276381,5.027,32.911,43040,43654,200612,
1997,55,27930,50791,3238532,3239488,5045,9.814,6276,12.209,608447,172250,436197,5.317,18.782,607090,219161,387929,6.765,18.74,1357,0.042,37.481,1286,1388,23044,
1997,56,252620,295214,7006645,6734027,50255,17.321,40108,13.824,1992882,727097,1265785,10.797,29.594,1444992,515319,929673,7.652,21.458,547890,8.136,42.916,28964,29385,298697,
1997,61,50221,56379,2198560,2157490,6788,12.231,5024,9.053,226385,43509,182876,2.017,10.493,143717,32986,110731,1.529,6.661,82668,3.832,13.323,3725,3782,24452,
1997,62,481621,595883,12806861,12670375,59971,10.147,50224,8.498,1895358,679104,1216254,5.36,14.959,1620910,571489,1049421,4.51,12.793,274448,2.166,25.586,34494,35695,323239,
1997,71,74850,80943,1511020,1481855,10451,13.017,9143,11.388,285684,101486,184198,6.849,19.279,228254,84194,144060,5.682,15.403,57430,3.876,30.807,6666,6724,59250,
1997,72,357504,481700,9242600,9150839,69071,14.455,61361,12.841,1875666,994933,880733,10.873,20.497,1687392,685414,1001978,7.49,18.44,188274,2.057,36.88,44111,45647,437762,
1997,81,599271,656389,4919127,4865334,61961,9.463,58742,8.971,799644,245800,553844,5.052,16.436,692913,243175,449738,4.998,14.242,106731,2.194,28.484,41691,42583,156003,
1998,11,22157,22792,192424,194312,3111,13.675,3027,13.305,40741,15343,25398,7.896,20.967,44707,15285,29422,7.866,23.008,-3966,-2.041,41.934,2263,2263,9700,
1998,21,17464,22162,489261,487533,2169,9.731,2426,10.884,92478,26555,65923,5.447,18.969,89055,31513,57542,6.464,18.266,3423,0.702,36.533,1505,1560,15205,
1998,22,6181,15422,685652,686683,1388,9.161,848,5.597,67201,31725,35476,4.62,9.786,69543,10604,58939,1.544,10.127,-2342,-0.341,19.573,279,286,2041,
1998,23,578997,585673,5767364,5658483,80316,13.826,70760,12.181,1288389,355199,933190,6.277,22.769,1069853,320920,748933,5.671,18.907,218536,3.862,37.814,51873,51914,230980,
1998,31-33,294326,340625,16676039,16564276,27535,8.098,26325,7.742,1790600,437563,1353037,2.642,10.81,1565178,461699,1103479,2.787,9.449,225422,1.361,18.898,19315,19512,211398,
1998,42,313456,397430,5566657,5500888,39697,9.992,39438,9.926,917016,279388,637628,5.079,16.67,781457,289074,492383,5.255,14.206,135559,2.464,28.412,26046,26963,151917,
1998,44-45,676473,1044776,14344856,14195473,98440,9.42,98980,9.471,2164272,805451,1358821,5.674,15.246,1858701,637747,1220954,4.493,13.094,305571,2.153,26.187,60122,63760,298785,
1998,48-49,133874,169810,3904568,3835932,25284,15.11,20336,12.153,643052,234488,408564,6.113,16.764,507828,167193,340635,4.359,13.239,135224,3.525,26.477,14306,14652,83787,
1998,51,63087,107799,3193408,3111583,17765,16.912,12258,11.669,666244,262185,404059,8.426,21.412,498490,199597,298893,6.415,16.02,167754,5.391,32.041,6439,6723,57556,
1998,52,197070,384242,5862701,5779009,47834,12.662,34887,9.235,1096277,400490,695787,6.93,18.97,935865,310772,625093,5.378,16.194,160412,2.776,32.388,13273,14032,75489,
1998,53,209401,257915,1818512,1793271,31709,12.363,28861,11.252,389120,150319,238801,8.382,21.699,337707,143146,194561,7.982,18.832,51413,2.867,37.664,18858,20141,89046,
1998,54,542547,589041,6210976,5961700,84561,14.667,59526,10.325,1353960,499054,854906,8.371,22.711,851394,293460,557934,4.922,14.281,502566,8.43,28.562,41188,41599,167472,
1998,55,28100,51066,3295193,3273909,5398,10.557,5530,10.815,616063,171787,444276,5.247,18.817,572987,197262,375725,6.025,17.502,43076,1.316,35.003,1119,1190,17973,
1998,56,257966,305088,7708176,7407700,47522,15.819,38174,12.707,2021856,681681,1340175,9.202,27.294,1415810,507244,908566,6.848,19.113,606046,8.181,38.225,27490,27986,247919,
1998,61,51762,57999,2334839,2291033,6554,11.447,5063,8.843,244330,50261,194069,2.194,10.665,156168,35936,120232,1.569,6.816,88162,3.848,13.633,3587,3630,21747,
1998,62,486969,605436,13603498,13450542,53056,8.81,46689,7.752,1716607,551575,1165032,4.101,12.762,1409712,454556,955156,3.379,10.481,306895,2.282,20.961,31588,32671,247091,
1998,71,76554,82817,1569902,1542265,10404,12.683,8833,10.768,285524,97896,187628,6.348,18.513,229057,77321,151736,5.013,14.852,56467,3.661,29.704,6102,6207,49515,
1998,72,360678,484258,9456676,9378225,58055,12.005,56707,11.726,1783530,822062,961468,8.766,19.018,1620528,665118,955410,7.092,17.28,163002,1.738,34.559,37746,38865,360009,
1998,81,605456,664348,5042026,4997687,61192,9.254,54930,8.307,789113,254041,535072,5.083,15.79,697133,216461,480672,4.331,13.949,91980,1.84,27.898,38397,39344,140257,
1999,11,22031,22652,190580,189395,2904,12.832,2862,12.646,39283,11976,27307,6.323,20.741,36998,13142,23856,6.939,19.535,2285,1.206,39.07,2109,2111,9276,
1999,21,16509,21299,447790,468833,1876,8.633,2740,12.609,59410,20342,39068,4.339,12.672,100842,30662,70180,6.54,21.509,-41432,-8.837,25.344,1718,1757,14433,
1999,22,6164,15948,661810,668048,1546,9.854,1027,6.546,67238,29136,38102,4.361,10.065,79150,19660,59490,2.943,11.848,-11912,-1.783,20.13,281,303,2284,
1999,23,592002,598913,6159183,5957210,81475,13.764,67508,11.405,1415445,358500,1056945,6.018,23.76,1010940,327437,683503,5.496,16.97,404505,6.79,33.94,49705,49756,241143,
1999,31-33,290090,337033,16420162,16555328,24347,7.186,27917,8.24,1561849,367511,1194338,2.22,9.434,1827544,520686,1306858,3.145,11.039,-265695,-1.605,18.868,20463,20669,242321,
1999,42,310182,395810,5643651,5610442,36113,9.098,38374,9.667,842219,249636,592583,4.449,15.012,775121,286489,488632,5.106,13.816,67098,1.196,27.631,26161,27323,161576,
1999,44-45,669786,1044362,14658481,14502745,96208,9.211,96517,9.24,2186668,852545,1334123,5.879,15.078,1871648,617344,1254304,4.257,12.905,315020,2.172,25.811,61000,64774,318303,
1999,48-49,137212,173634,4054220,3968582,25040,14.592,20983,12.227,674610,242516,432094,6.111,16.999,501594,188133,313461,4.741,12.639,173016,4.36,25.278,14754,15112,92619,
1999,51,64115,111699,3272450,3229393,18407,16.758,14686,13.371,675628,282746,392882,8.755,20.921,595566,249385,346181,7.722,18.442,80062,2.479,36.884,6860,7177,67526,
1999,52,200812,392440,5993523,5946392,49975,12.862,42164,10.852,1111033,427834,683199,7.195,18.684,1034532,456479,578053,7.677,17.398,76501,1.287,34.795,14819,16355,101939,
1999,53,211740,265521,1884220,1857754,35304,13.46,28832,10.993,392015,177759,214256,9.568,21.102,339179,143421,195758,7.72,18.257,52836,2.844,36.515,19760,20808,89755,
1999,54,560003,611100,6618383,6432367,84423,14.057,63408,10.558,1351966,469450,882516,7.298,21.018,977322,337388,639934,5.245,15.194,374644,5.824,30.388,44398,44957,194669,
1999,55,28083,51945,3277854,3295044,6655,12.923,5761,11.187,567412,203827,363585,6.186,17.22,599304,202523,396781,6.146,18.188,-31892,-0.968,34.44,1262,1333,24972,
1999,56,258547,308260,8230708,7980611,43586,14.224,39932,13.031,2121307,666979,1454328,8.357,26.581,1610637,526498,1084139,6.597,20.182,510670,6.399,40.364,28498,28970,295309,
1999,61,52939,59479,2426281,2382403,6626,11.3,4943,8.43,241072,54244,186828,2.277,10.119,154648,32817,121831,1.377,6.491,86424,3.628,12.983,3565,3638,20774,
1999,62,486429,608739,13753027,13696783,53003,8.732,49565,8.165,1642922,529920,1113002,3.869,11.995,1531716,547760,983956,3.999,11.183,111206,0.812,22.366,33003,34481,288021,
1999,71,77724,84279,1618048,1590732,10095,12.073,8763,10.48,276292,83328,192964,5.238,17.369,219492,68876,150616,4.33,13.798,56800,3.571,27.596,6236,6308,47630,
1999,72,360662,484548,9616807,9542047,56428,11.648,56197,11.601,1714955,845266,869689,8.858,17.973,1570458,645980,924478,6.77,16.458,144497,1.514,32.917,36927,38875,369375,
1999,81,606305,665700,5141395,5096264,57015,8.577,55102,8.289,759258,232122,527136,4.555,14.898,669313,221454,447859,4.345,13.133,89945,1.765,26.267,38284,39144,144010,
2000,11,21408,21999,189755,188087,2623,11.85,2896,13.083,38718,12457,26261,6.623,20.585,35573,12729,22844,6.768,18.913,3145,1.672,37.826,2100,2102,8803,
2000,21,16298,21290,449421,451761,2138,10.028,2198,10.31,80974,25266,55708,5.593,17.924,86485,26933,59552,5.962,19.144,-5511,-1.22,35.848,1369,1400,9409,
2000,22,6397,16562,654579,657901,1576,9.701,944,5.811,71351,32296,39055,4.909,10.845,78645,13752,64893,2.09,11.954,-7294,-1.109,21.69,312,328,2148,
2000,23,600047,607911,6581110,6371712,78287,12.976,69099,11.453,1495905,373943,1121962,5.869,23.477,1076476,333497,742979,5.234,16.895,419429,6.583,33.789,50388,50455,243204,
2000,31-33,285590,332911,16360864,16388860,23763,7.1,27348,8.171,1687514,386082,1301432,2.356,10.297,1741557,518730,1222827,3.165,10.626,-54043,-0.33,20.593,19973,20186,216548,
2000,42,308885,396234,5827874,5756964,37565,9.476,37950,9.573,938505,297294,641211,5.164,16.302,798362,304475,493887,5.289,13.868,140143,2.434,27.736,25016,26108,152381,
2000,44-45,666532,1041272,14943200,14821488,96187,9.221,99911,9.578,2219580,830046,1389534,5.6,14.975,1975100,809184,1165916,5.46,13.326,244480,1.649,26.652,58929,62749,322334,
2000,48-49,138194,175958,4225401,4131632,24694,14.115,22669,12.958,727014,223987,503027,5.421,17.596,542414,214902,327512,5.201,13.128,184600,4.468,26.257,15683,16112,88634,
2000,51,66552,118785,3579016,3483029,20566,17.817,13855,12.003,760603,332313,428290,9.541,21.837,566214,180326,385888,5.177,16.256,194389,5.581,32.513,7172,7849,74293,
2000,52,202289,399225,6022045,6006498,50862,12.848,44156,11.154,1095726,437954,657772,7.291,18.242,1067594,416701,650893,6.938,17.774,28132,0.468,35.548,15872,17098,94872,
2000,53,212046,268187,1946970,1919419,31150,11.664,28880,10.814,377285,148346,228939,7.729,19.656,320130,134017,186113,6.982,16.678,57155,2.978,33.357,19402,20378,78320,
2000,54,571469,625999,7014679,6812535,82416,13.323,67608,10.929,1453810,498504,955306,7.317,21.34,1048919,398425,650494,5.848,15.397,404891,5.943,30.794,47105,47678,207368,
2000,55,28283,53076,3349347,3321867,6450,12.279,5352,10.189,627824,214002,413822,6.442,18.9,578002,168418,409584,5.07,17.4,49822,1.5,34.8,1237,1397,20732,
2000,56,258349,310090,9050795,8683288,42460,13.724,41067,13.273,2329533,649749,1679784,7.483,26.828,1602145,603053,999092,6.945,18.451,727388,8.377,36.902,28047,28518,265196,
2000,61,54401,61420,2545883,2491985,6765,11.164,5114,8.44,263696,59127,204569,2.373,10.582,155676,30685,124991,1.231,6.247,108020,4.335,12.494,3609,3683,20694,
2000,62,489812,614473,14021121,13903222,54075,8.837,48986,8.005,1705174,546679,1158495,3.932,12.265,1470432,571526,898906,4.111,10.576,234742,1.688,21.152,30241,31744,255718,
2000,71,78701,85321,1727676,1670716,9895,11.65,9118,10.736,319335,88365,230970,5.289,19.114,204740,68624,136116,4.107,12.255,114595,6.859,24.509,6279,6502,47355,
2000,72,359488,485599,9894920,9763943,53608,11.053,52420,10.808,1719501,780258,939243,7.991,17.611,1456220,561841,894379,5.754,14.914,263281,2.696,29.829,36009,37870,343416,
2000,81,606032,665821,5283237,5219335,55348,8.313,55339,8.311,791453,234448,557005,4.492,15.164,664790,226916,437874,4.348,12.737,126663,2.427,25.474,37348,38377,138302,
2001,11,21850,22466,182814,187123,2648,11.729,2868,12.704,33676,10482,23194,5.602,17.997,42030,16108,25922,8.608,22.461,-8354,-4.464,35.994,1999,2000,10030,
2001,21,16713,21818,482512,467187,2342,10.82,1998,9.23,90310,24956,65354,5.342,19.331,59575,20253,39322,4.335,12.752,30735,6.579,25.504,1222,1259,10121,
2001,22,6521,16744,653971,656442,1477,8.841,1400,8.38,82048,35750,46298,5.446,12.499,87565,23163,64402,3.529,13.339,-5517,-0.84,24.998,299,341,3257,
2001,23,597498,605712,6507214,6479847,75224,12.461,71122,11.782,1304564,348685,955879,5.381,20.133,1249187,378994,870193,5.849,19.278,55377,0.855,38.556,50114,50161,254105,
2001,31-33,284879,332182,15854928,16138527,23936,7.163,27870,8.341,1468466,387455,1081011,2.401,9.099,2031222,603524,1427698,3.74,12.586,-562756,-3.487,18.198,19969,20224,250932,
2001,42,305792,395215,5902116,5892227,38802,9.797,40501,10.226,943153,334802,608351,5.682,16.007,919890,356744,563146,6.054,15.612,23263,0.395,31.224,25238,26805,172177,
2001,44-45,662249,1039266,14914346,14950077,93281,8.951,98959,9.496,2034476,790468,1244008,5.287,13.608,2116239,743325,1372914,4.972,14.155,-81763,-0.547,27.217,60969,66207,342183,
2001,48-49,139194,178188,4217308,4229734,24848,13.99,23694,13.34,619104,218477,400627,5.165,14.637,643658,217419,426239,5.14,15.217,-24554,-0.581,29.274,16025,16573,102371,
2001,51,66044,125158,3764598,3686659,23831,19.545,17368,14.245,803882,374494,429388,10.158,21.805,652154,298554,353600,8.098,17.69,151728,4.116,35.379,8044,8689,100486,
2001,52,206578,406663,6206661,6128331,51893,12.854,46018,11.398,1274458,541532,732926,8.837,20.796,1101735,496921,604814,8.109,17.978,172723,2.818,35.955,16365,17748,101996,
2001,53,213225,271842,1981232,1971659,33349,12.329,30646,11.33,375796,161937,213859,8.213,19.06,357124,150055,207069,7.611,18.113,18672,0.947,36.226,19056,19804,77417,
2001,54,584241,641264,7290095,7146825,86223,13.586,72951,11.495,1497576,517245,980331,7.237,20.954,1210263,443317,766946,6.203,16.934,287313,4.02,33.869,49835,50382,236576,
2001,55,28173,52637,3298248,3327537,5608,10.609,6059,11.462,585190,192910,392280,5.797,17.586,643860,230670,413190,6.932,19.349,-58670,-1.763,35.173,1301,1363,25105,
2001,56,263534,317649,9044830,9107224,43991,13.944,39675,12.576,2039330,676124,1363206,7.424,22.392,2166222,637907,1528315,7.004,23.786,-126892,-1.393,44.785,26640,27155,283552,
2001,61,54343,61463,2466923,2431154,6956,11.469,5331,8.79,240768,51776,188992,2.13,9.903,168219,41138,127081,1.692,6.919,72549,2.984,13.839,3659,3718,25739,
2001,62,494408,624651,14303987,14150578,58121,9.398,45751,7.397,1716450,551034,1165416,3.894,12.13,1408732,506463,902269,3.579,9.955,307718,2.175,19.911,28618,29940,254382,
2001,71,78692,85512,1745389,1730557,10048,11.807,9226,10.841,266961,87278,179683,5.043,15.426,238049,77942,160107,4.504,13.756,28912,1.671,27.511,6394,6468,49675,
2001,72,362300,491570,9986754,9953940,57244,11.697,52912,10.812,1649976,790087,859889,7.937,16.576,1587860,616228,971632,6.191,15.952,62116,0.624,31.904,35563,37362,363334,
2001,81,594920,655625,5246722,5216092,54132,8.252,54892,8.368,736339,218758,517581,4.194,14.117,674978,222309,452669,4.262,12.94,61361,1.176,25.881,37694,38424,141360,
2002,11,21395,22076,181192,184760,2549,11.357,3287,14.645,34665,13492,21173,7.302,18.762,41883,15096,26787,8.171,22.669,-7218,-3.907,37.524,2232,2233,10382,
2002,21,16630,22054,474740,483967,2579,11.738,2414,10.987,83208,33967,49241,7.018,17.193,103141,35362,67779,7.307,21.312,-19933,-4.119,34.386,1256,1270,10937,
2002,22,6494,17394,667611,668544,1289,7.496,894,5.199,74763,36203,38560,5.415,11.183,77289,19245,58044,2.879,11.561,-2526,-0.378,22.366,335,335,2818,
2002,23,590361,599371,6384756,6465545,80270,13.4,79580,13.285,1295792,411624,884168,6.366,20.041,1459271,417396,1041875,6.456,22.57,-163479,-2.528,40.083,51785,51904,273237,
2002,31-33,283573,330740,14577922,15338923,24426,7.294,32670,9.756,1309411,456602,852809,2.977,8.537,2832784,785549,2047235,5.121,18.468,-1523373,-9.931,17.073,22377,22763,363401,
2002,42,306760,399170,5807272,5953705,38734,9.609,46623,11.566,921606,334540,587066,5.619,15.48,1212825,456333,756492,7.665,20.371,-291219,-4.891,30.959,26372,27513,218707,
